VD,MF,BC,MS,FT,VD_rank,FT_rank
2.0,1.5,2.0,1.0,1.0,7.333333333333333,1.0
0.5,0.5,0.0,0.0,0.0,7.0,1.0
1.0,1.0,1.0,0.0,0.0,1.0,1.0
9.666666666666666,10.0,9.0,1.0,1.0,8.0,4.0
3.0,2.5,2.0,1.0,2.0,8.0,1.0
1.5,1.0,1.0,0.0,1.0,9.0,0.5
0.0,0.0,0.0,0.0,0.5,10.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,1.0
3.5,3.5,4.0,3.5,3.0,8.0,3.0
1.0,1.0,1.0,1.0,1.0,9.0,0.0
0.0,0.5,0.0,0.0,0.0,1.0,0.0
1.0,0.5,0.5,0.0,0.0,7.5,0.0
1.0,1.0,1.0,1.0,1.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,8.0,1.0
2.0,2.0,1.6666666666666667,1.0,2.0,5.666666666666667,0.0
0.5,1.0,0.0,1.0,1.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0
2.0,2.0,1.5,1.0,1.0,10.0,1.0
8.0,1.0,8.0,2.0,2.0,10.0,2.0
3.0,2.5,1.0,2.0,3.0,5.333333333333333,2.5
2.5,1.5,1.0,1.0,2.0,6.5,1.0
1.0,1.0,1.0,1.0,1.0,7.0,1.0
0.0,0.0,0.0,0.0,0.0,7.0,0.0
0.5,0.5,0.5,0.0,0.0,5.5,1.0
2.0,1.0,2.0,1.5,1.0,7.0,2.0
0.5,0.5,1.0,0.0,0.0,9.0,0.0
9.0,9.0,9.0,3.5,2.0,10.0,5.0
1.0,1.0,1.5,1.0,1.0,8.0,1.0
